"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25397,,"July 24, 2025",,"Diamond G Forest Products Recalls Turpentine Bottles Due to Risk of Serious Injury or Death from Child Poisoning; Violates Mandatory Standard for Child Resistant Packaging","Georgia Pine Gum Spirits of Turpentine Bottles","This recall involves 100% pure gum spirits of turpentine bottles. The 4-ounce, clear glass bottles are round and have a label with “Georgia Pine Gum Spirits of Turpentine” and “Diamond G Forest Products” printed on it.","The bottles contain turpentine, which must be in child-resistant packaging as required by the Poison Prevention Packaging Act. The packaging is not child-resistant, posing a risk of serious injury or death from poisoning if the contents are ingested by young children.",,,Replace,"About 20,000","None reported","Consumers should immediately secure the recalled turpentine bottles out of the sight and reach of children and contact Diamond G Forest Products for information on how to obtain a free replacement child-resistant closure.&nbsp;","Sold At","Nature’s Corner Market stores in Marietta, Georgia; Cornerstone Retreat stores in Gap, Pennsylvania; Nickel Mine Health Foods stores in Paradise, Pennsylvania; Leaves of The Trees in Memphis, Tennessee; Country Boy’s Mini Mall in Bristol, Georgia and online at Amazon from January 2021 through April 2025 for about $17.",,"Diamond G Forest Products LLC, of Patterson, Georgia",,"United States",,
25377,,"July 10, 2025",,"Walmart Recalls Ozark Trail 64 oz Water Bottles Due to Serious Impact and Laceration Hazards","Ozark Trail 64 oz Stainless Steel Insulated Water Bottles","This recall involves Ozark Trail 64 oz Stainless Steel Insulated Water Bottles sold with model number 83-662 on the product packaging. The stainless-steel bottles are silver with a black one-piece screwcap lid. They measure 4.41 x 4.41 x 11.5 inches and there is an Ozark Trail logo embedded on the side of the bottle. The model number does not appear on the product.","The lid can forcefully eject, posing serious impact and laceration hazards, when a consumer attempts to open the capped bottles after food, carbonated beverages or perishable beverages, such as juice or milk, are stored inside over time.",,,Refund,"About 850,000","Walmart has received three reports of consumers who were injured when struck in the face by a lid forcefully ejected from these bottles upon opening. Two consumers suffered permanent vision loss after being struck in the eye.","Consumers should immediately stop using the recalled water bottles and contact Walmart for a full refund. Consumers can bring the bottle to their nearest Walmart store for a refund.","Sold Exclusively At","Walmart stores nationwide and online at Walmart.com since 2017 for about $15.","Olympia Tools International Inc., of Covina, California and Walmart Inc., of Bentonville, Arkansas",,,China,,
25354,,"June 26, 2025",,"iHerb Recalls Bottles and Blister Packs of California Gold Nutrition Iron Supplements Due to Risk of Serious Injury or Death from Child Poisoning; Violation of Federal Standard for Child Resistant Packaging","California Gold Nutrition Iron Supplements: Daily Prenatal Multi, Ultamins Women’s Multivitamin, and Ultamins Women’s 50+ Multivitamin","This recall involves three types of California Gold Nutrition dietary supplements: Daily Prenatal Multi, Ultamins Women’s Multivitamin, and Ultamins Women’s 50+ Multivitamin.&nbsp;The California Gold Nutrition Daily Prenatal Multivitamin bottles are white with a white lid and a gold border label. The bottle contains 60 fish gelatin softgel dietary supplements.&nbsp; &nbsp; &nbsp;The California Gold Nutrition Women’s Multivitamin and Women’s 50+ Multivitamin both have dark purple packaging with a gold border label. Both products contain 60 capsules in foil within the packaging. The following batch numbers and expiration dates for the products are printed on the back of the package near the bottom of package/sleeve.&nbsp;ProductsBatch CodesExpiration DatesDaily Prenatal Multi2307050A, 2404096A, 2411100A08/2025, 05/2026, 11/2026Ultamins Women’s MultivitaminV0532, V053311/2026, 07/2026Ultamins Women’s 50+ MultivitaminV0534, V053607/2026, 11/2026","The recalled dietary supplements contain iron, which must be in child-resistant packaging, as required by the&nbsp;https://www.cpsc.gov/Poison-Prevention-Packaging-Act"">Poison Prevention Packaging Act. The iron-containing dietary supplement packages violate the federal standard for child-resistant packaging because the bottles and blister packs are not child-resistant, posing a risk of deadly poisoning, if the contents are swallowed by young children.",,,Refund,"About 60,000","None reported","Consumers should immediately secure the recalled supplement bottles out of sight and reach of children and contact iHerb for a refund and information on how to safely discard the packaging and product. To receive a refund, consumers should email ProductRecall@iherb.com with the subject line: “Iron Supplement Refund” and provide the following information:&nbsp;NameProduct(s) name &amp; quantity orderedEvidence of destruction: initial and date each product package and include a photo with your initials and the date visibleOptional: Provide the order number associated with the purchase(s), which can be found by logging into consumer’s account and viewing the “Order History”.&nbsp;iHerb is contacting all known purchasers directly.","Sold At","Online at Amazon.com, Walmart.com, Target.com and other websites from January 2019 through April 2025 for between $8 and $18.",,"iHerb LLC, dba Madre Labs LLC, of Irvine, California",,"United States",,
25223,,"April 10, 2025",,"Kramer Laboratories Recalls Safetussin Max Strength Multi-Symptom Cough, Cold and Flu Blister Packs Due to Risk of Child Poisoning; Violation of Federal Regulation for Child Resistant Packaging","Safetussin Max Strength Multi-Symptom Cough, Cold and Flu tablets blister packs","This recall involves Safetussin Max Strength Multi-Symptom Cough, Cold and Flu 24-count caplet blister packs. They are labeled with “Safetussin,” “Multi-Symptom,” “Cough, Cold &amp; Flu” and “Safe for adults with High Blood Pressure, Diabetes.” They were sold in a blue, orange and red cardboard box with the drug facts label on the back.","The Safetussin over-the-counter cold medicine contains acetaminophen, which must be in child-resistant packaging as required by the Poison Prevention Packaging Act. The packaging of the products is not child-resistant as a tablet can be pushed through the foil, posing a risk of poisoning if the contents are swallowed by young children.",,,Refund,"About 14,250","None reported","Consumers should immediately secure the product out of the sight and reach of children and contact Kramer Laboratories for information on how to return or dispose of the product for a full refund. Only the packaging is being recalled, not the medicine itself, but both should be disposed.","Sold At","HEB, Harris-Teeter and other regional grocery stores and independently owned pharmacies nationwide from July 2024 through March 2025 for about $11.",,,"Kramer Laboratories, of Bridgewater, New Jersey (a subsidiary of Arcadia Consumer Healthcare, of Bridgewater, New Jersey)",India,,
25201,,"March 27, 2025",,"NFH Iron Dietary Supplement Bottles Recalled Due to Risk of Poisoning; Violation of Federal Regulation for Child Resistant Packaging; Imported by Nutritional Fundamentals for Health (NFH)","NFH Iron SAP, NFH Heme Iron SAP and NFH Prenatal SAP bottles","This recall involves NFH Dietary Supplement bottles for Iron SAP, Heme Iron SAP and Prenatal SAP. The bottles are white with the brand name “NFH” and the firm’s logo of a leaf in blue. The date code is on the bottom of the bottle. The recalled dietary supplement bottles have the following description and come in various sizes:Product NameDescriptionSizesDate CodesIron SAPIron Glycinate60 Capsules (1029U)120 Capsules(1167U)60 capsules&nbsp;5398705/31/20275398805/31/20275398512/31/20265398612/31/20265398306/30/20265398406/30/2026N00274 07/31/2025120 capsules&nbsp;538975/31/2027539875/31/2027539885/31/20275398512/31/20265398612/31/2026539846/30/2026N00274 6/30/2025Heme Iron SAP (Porcine)&nbsp;Superior Absorption and Bioavailability60 Capsules(1124U)N00265 - 03/31/202553809 - 05/31/202653810 - 07/31/2026&nbsp; &nbsp; &nbsp;57807 - 10/30/202653811 - 10/31/202657806 - 10/31/202662379 - 08/31/2027Prenatal SAPMultivitamin&nbsp;180 Capsules(1034U)5821709/30/20275822009/30/20275736105/31/20275736905/31/20275737005/31/20275737205/31/20275821405/31/20275396803/31/20275719401/31/20275736001/31/20275396311/30/20265396411/30/20265396511/30/20265396611/30/20265396711/30/20265395410/31/20265395610/31/20265395810/31/20265396010/31/20265396110/31/20265396210/31/20265395307/31/20265394605/31/20265394504/30/2026N00287 08/31/2025N00285 04/30/2025N00284 03/31/2025","The recalled dietary supplements contain iron, which must be in child-resistant packaging, as required by the Poison Prevention Packaging Act (PPPA). The packaging is not child-resistant, posing a risk of poisoning if the contents are swallowed by young children.",,,Replace,"About 17,660","None reported","Consumers should immediately secure the recalled supplement bottles out of sight and reach of children, and contact NFH for information on how to obtain a free replacement child-resistant bottle. NFH is contacting all known purchasers directly. This recall only includes the bottle.","Sold At","Multiple naturopathic/homeopathic clinics nationwide, A Woman's Time and Doctor Supplement stores, and online at WholescriptsInc.com and Natural Partners (Fullscript.com) from March 2022 through December 2024 for between $20 and $95, depending on the product and the size.","Nutritional Fundamentals for Health (dba NFH), of Canada","Nutritional Fundamentals for Health (dba NFH), of Canada",,Canada,,
25194,,"March 20, 2025",,"Arsell Recalls Benadryl Liquid Elixir 100 mL Bottle Due to Risk of Child Poisoning; Violation of Federal Regulation for Child Resistant Packaging; Sold on Amazon.com","Benadryl Liquid Elixir, 100 mL bottles","This recall involves Benadryl Liquid Elixir sold in a round dark plastic bottle with a pink and white label on the front with the word “Benadryl” in blue text. The product contains 100 mL of Benadryl. The back label contains safety disclosures, storage instructions and manufacturer information. The product was packaged in a paper box decorated with pink and white with the word “Benadryl” written in blue text. The package has a white label on the bottom with the following code written in black text: “X003VRIGUL.”","The Benadryl contains diphenhydramine, which must be in child-resistant packaging as required by the Poison Prevention Packaging Act. The packaging of the products is not child-resistant, posing a risk of poisoning if the contents are swallowed by young children.",,,Refund,"About 2,300","None reported","Consumers should immediately secure the Benadryl out of the sight and reach of children and contact Arsell for a full refund. Consumers will be asked to submit their Amazon order number and a photo demonstrating disposal of the recalled Benadryl to&nbsp;recall@arsellsupport.com. Only the bottle is being recalled, not the medicine itself, but both should be disposed of. All known purchasers are being contacted directly.","Sold At","Sold online at Amazon.com from July 2023 through October 2024 for between $16 and $19.","Arsell Inc., of Brooklyn, New York",,,Canada,,
25183,,"March 13, 2025",,"Gerolsteiner Sparkling Water Bottles Recalled Due to Laceration Hazard; Manufactured by Gerolsteiner","Gerolsteiner 750ml Sparkling Water Bottles","This recall involves&nbsp;Gerolsteiner 750ml sparkling water bottles from two specific lots. The water was sold in large 750ml glass bottles or in cases containing 15 bottles. There is a white, blue and red label on the front of the bottle with the name “Gerolsteiner”. The lot number is located on the lower part of the label. Affected bottles have a lot number 11/28/2024 L or 11/27/2024 L.","The recalled water bottles can crack, causing a laceration hazard.",,,Refund,"About 61,500 bottles","None reported","Consumers should immediately stop using the recalled Gerolsteiner sparkling water bottles, and return the bottles from the affected lots to the store where they were purchased for a full refund. Consumers will not be asked for proof of purchase, but will need to return the recalled bottle to receive a refund (in the form of cash or credit).","Sold At","Trader Joe’s stores in Alabama, Arkansas, Colorado, Florida, Georgia, Kansas, Louisiana, New Mexico, Oklahoma, South Carolina, Tennessee and Texas from December 2024 through January 2025 for about $3 per bottle.",,"Gerolsteiner Brunnen GmbH &amp; Co. KG, of Germany",,Germany,,
25173,,"March 06, 2025",,"Taylor Water Technologies Recalls Phosphate Reagent Bottles Sold with Test Kits Due to Risk of Severe Chemical Burns; Violation of Federal Regulation for Child-Resistant Packaging","Phosphate Reagent #1 Bottles sold within the Taylor Phosphate Test Kits","This recall involves the replacement reagent #1 bottles sold with Taylor Phosphate Test Kits #K-1106 and also sold separately. The kits are used to test the level of phosphate in water for pools, spas and aquariums. The water testing kits are labeled with the brand name “Taylor,” the kit name “Phosphate Test” and part number “K-1106.” The bottle in the kit that contains sulfuric acid is labeled with the brand name “Taylor,” product name “Phosphate Reagent #1,” part number “R-0980” and “A Size: 22 mL (.75 oz).” The replacement reagent bottle that is sold separately has the same label. Phosphate Reagent #1 has a shelf-life of 24 months.&nbsp;&nbsp;","The recalled Taylor Water Technologies reagent bottles sold with test kits contain sulfuric acid, which must be in child-resistant packaging, as required by the Poison Prevention Packaging Act (PPPA). The packaging for the bottle with sulfuric acid is not child resistant, posing a risk of chemical burns to the skin or eyes and internal corrosive burns, if ingested.",,,Replace,"About 10,000","None reported","Consumers should stop using the recalled Phosphate Reagent #1 bottles immediately, place them in a safe and secure location away from the reach of children and contact Taylor Water Technologies for information on how to properly dispose of the recalled bottle and obtain a free replacement bottle. Only unexpired Phosphate Reagent #1 bottles are included in this recall and eligible for the free replacement. Taylor Water Technologies is contacting all known purchasers directly.","Sold At","Online at www.taylortechnologies.com and other websites and in pool and aquarium stores nationwide from August 2022 through August 2024 for about $13 for the reagent bottles and $56 for the kits that include the reagent bottles.",,"Taylor Water Technologies LLC, of Sparks, Maryland",,"United States",,
25110,,"January 30, 2025",,"Cabinet Health Recalls 4 oz. Refillable Medicine Bottles Due to Failure to Retain Child-Resistance; Risk of Child Poisoning","Cabinet Health 4 oz. Refillable Medicine Bottles","This recall involves certain Cabinet Health 4 oz. Refillable Medicine Bottles with ABS plastic lids. The bottles are made of clear glass with blue, turquoise, orange or purple plastic lids labeled “CABINET.” Cabinet Health sold the bottles filled with over-the-counter drugs or as empty 4 oz. bottles.&nbsp;The recalled empty 4 oz. bottles were sold via cabinethealth.com from March 2023 through July 2024. Consumers with recalled empty bottles can identify them by the date of purchase. The recalled bottles filled with over-the-counter drugs have the following date codes on a sticker on the bottom of the bottle.Medication NameLid ColorDate CodesTension Headache - Refillable Glass Bottle (Acetaminophen 500mg Caffeine 65mg) - 100 CountBlue2029J072232029J076232029J07723Allergy Relief - Refillable Glass Bottle (Diphenhydramine HCl 25mg) - 120 CountTurquoise2265J07323Pain Reliever and Nighttime Sleep Aid - Refillable Glass Bottle (Acetaminophen 500mg, Diphenhydramine 25mg) - 120 CountBlue2127J068232127J233233040J233233051J233233051J23423Pain Reliever and Fever Reducer - Refillable Glass Bottle (Acetaminophen 500mg) - 120 CountBlue2286J063232286J065232286J066232287J066232287J06723Cough Relief - Refillable Glass Bottle (Dextromethorphan Hbr 15mg) - 60 CountOrange2010J069232010J070233004J296233010J296233025J29623Sleep Aid - Refillable Glass Bottle (Diphenhydramine HCl 50mg) - 70 CountPurple3021J068233021J069233034J234233034J23523","The plastic lid’s closure can degrade after repeated openings, causing the lid’s child-resistance to diminish, posing a risk of poisoning, if the contents are swallowed by young children.",,,Replace,"About 65,000 ","None reported.","Consumers should immediately secure the recalled bottles out of the sight and reach of children and contact Cabinet Health for a free replacement lid. Consumers will be asked to submit a photo demonstrating the destruction of the recalled lid. Cabinet Health and Amazon are contacting all known purchasers directly. This recall does not affect the medication within the bottles.","Sold At","Online at cabinethealth.com, Amazon.com and Grove.co and at CVS stores from March 2023 through July 2024 for between $10 and $20.",,"Cabinet Health Inc., of Washington, D.C.&nbsp;",,China,,
25081,,"January 02, 2025",,"Euqee Wintergreen Essential Oils Recalled Due to Risk of Poisoning; Violation of the Poison Prevention Packaging Act; Sold Exclusively on Amazon.com by DLWL-US","Euqee Wintergreen Essential Oils","This recall involves Euqee Wintergreen Essential Oil Bottles. The oil was sold in amber glass bottles with a black screw-on cap in the size of 118 ml. “Euqee, Essential Oil, Premium Grade, 100% Pure Plant Extract and Wintergreen” is printed on a white label on the front of the bottle. The back label contains safety disclosures, storage instructions and manufacturer information.","The essential oil contains methyl salicylate, which must be in child-resistant packaging, as required by the Poison Prevention Packaging Act (PPPA). The packaging for the products is not child-resistant, posing a risk of poisoning if the contents are swallowed by young children. &nbsp;",,,Refund,"About 3,750","None reported","Consumers should immediately secure the recalled essential oil out of the sight and reach of children and contact DLWL-US for a full refund. Consumers can request a pre-paid label and free packaging to return the Euqee Wintergreen Essential Oil. DLWL-US and Amazon.com are contacting all known purchasers directly.","Sold At","Amazon.com from December 2023 through August 2024 for about $8.",,,,China,Retailer:,"DingLinWangLuoKeJiGuang ZhouYouXianGongSi, dba DLWL-US, of China"
24192,,"April 11, 2024",,"BRS Liquid Fuel Bottles Recalled Due to Risk of Poisoning and Burn Hazard; Violation of the Children’s Gasoline Burn Prevention Act; Sold Exclusively on Amazon.com by Huenco","BRS Liquid Fuel Bottles","This recall involves BRS portable liquid fuel bottles sold individually. The BRS bottle is orange with a black cap and was sold in 530mL, 750mL and 1000mL sizes. “BRS” the bottle’s volume, warnings, and/or directions appear in white lettering on the bottles.","The portable fuel bottles do not meet the child-resistant requirements for closures under the Children's Gasoline Burn Prevention Act (CGBPA). The closure for the products is not child-resistant, posing a risk of burn and poisoning to children.",,,Refund,"About 1,600","None reported","Consumers should immediately stop using the recalled fuel bottles, place them out of reach of children, and contact Huenco for instructions on how to dispose of the product to receive a full refund.","Sold At","Amazon.com from October 2018 through December 2023 for about $15.",,,,China,Retailer:,"Huenco, of China"
24190,,"April 11, 2024",,"Yoto Recalls Yoto Mini Speakers for Children Due to Burn and Fire Hazards","Yoto Mini speakers","This recall involves the Yoto Mini, a portable connected screen-free speaker intended for children ages three to twelve. The Yoto Mini is operated by use of Yoto cards and is designed to play audiobooks, music, radio, and podcasts. The speakers are pale gray with orange tactile controls and a pixel display. The model name Yoto Mini, SKU PRPLXX00860, and serial number are located on the base of the product. The recalled Yoto Mini was sold with a charging cable included, but no adaptor or charger.","The speaker’s lithium-ion battery can overheat and catch fire, posing burn and fire hazards to consumers.",,,Repair,"About 251,165 (In addition, about 18,932 were sold in Canada)","Yoto has received six reports from U.S. consumers and one from a UK consumer of the speaker overheating or melting. No injuries have been reported.","Consumers should immediately stop using the recalled speakers, take them away from children, and contact Yoto to receive a free replacement smart charging cable. Consumers can send a photograph of the old cable cut through the middle to receive a new replacement cord.","Sold At","Online at us.yotoplay.com, Amazon.com, Target.com and maisonette.com, and in toy and gift stores nationwide from November 2021 through April 2024 for about $70.","Yoto Inc., of New York",,,China,,
24189,,"April 05, 2024",,"Procter & Gamble Recalls 8.2 Million Defective Bags of Tide, Gain, Ace and Ariel Laundry Detergent Packets Distributed in US Due to Risk of Serious Injury","Tide Pods, Gain Flings, Ace Pods and Ariel Pods liquid laundry detergent packets packaged in flexible film bags. This recall announcement applies only to bags distributed in the United States.","This recall involves certain lot codes of Tide Pods, Gain Flings, Ace Pods, and Ariel Pods liquid laundry detergent packets packaged in flexible film bags that were manufactured between September 2023 and February 2024. Recalled products range from bags with 12 to 39 laundry detergent packets and include the following:&nbsp;Gain Flings Original&nbsp;Tide Simply Pods Plus Oxi Boost&nbsp;Gain Flings Moonlight Breeze Scent&nbsp;Tide Pods Clean Breeze Scent&nbsp;Gain Flings Blissful Breeze Scent&nbsp;Tide Pods Free &amp; Gentle&nbsp;Gain Flings Spring Daydream Scent&nbsp;Tide Pods Oxi&nbsp;Gain Flings Plus Ultra Oxi&nbsp;Tide Pods Ultra Oxi&nbsp;Gain Flings Plus Odor Defense&nbsp;Ace Pods Clean Breeze&nbsp;Tide Pods Original&nbsp;Ace Pods Spring Meadow&nbsp;Tide Pods Spring Meadow Scent&nbsp;Ariel Pods Alpine Breeze&nbsp;Tide Pods Light&nbsp;&nbsp;","The outer packaging meant to prevent access to the contents can split open near the zipper track, posing a risk of serious injury to children and other vulnerable populations if the contents of the laundry detergent packets are ingested, as well as posing a risk of skin or eye injuries. Ingestion of a large quantity of any surfactant-containing household cleaning products can cause death among individuals with underlying health issues.",,,"Refund, Replace","About 8.2 million (In addition, about 56,741 were sold in Canada)","No confirmed cases directly relating to this packaging defect. The firm has received four reports of children in the United States accessing the liquid laundry packets, three of which reported ingestion during the time period that the recalled lots were sold, but it is not known if these laundry packets came from recalled bags.","Consumers should immediately secure the recalled bags out of sight and reach of children and contact Procter &amp; Gamble for a full refund and a free replacement child-resistant bag to store the product. Consumers can also receive a cabinet lock for securing laundry materials.&nbsp;Consumers should check to see if their bag is part of the recall by checking the lot code on their bag.&nbsp; Recalled lot codes will be listed at pg.com/bags and are found on the bottom of the package.&nbsp; Consumers with recalled bags can submit a photo of the recalled product, showing the lot code to participate in the recall.","Sold At","Big Lots, CVS, Family Dollar, Home Depot, Sam’s Club, Target, Walmart, and other major stores nationwide and online at Amazon.com and other websites from September 2023 through present for between $5 (one 12 ct. bag) and $30 (four 39 ct. bags in a box).",,"The Procter &amp; Gamble Company, of Cincinnati, Ohio",,"United States",,
24172,,"March 21, 2024",,"BRS and BULin Liquid Fuel Bottles Recalled Due to Risk of Burn and Poisoning; Violation of the Children’s Burn Prevention Safety Act; Sold Exclusively on Amazon.com by Tentock","BRS and BULin Liquid Fuel Bottles","This recall involves BRS and BULin portable liquid fuel bottles sold individually. The BRS bottle is orange with a black cap and was sold only in a 1000mL size.&nbsp; The BULin bottle is red with a red cap and was sold only in a 1000mL size. Its text is in Chinese. “BRS” or “BULin,” and the bottle’s volume, warnings, and/or directions appear in white lettering on the bottles.","The portable fuel containers violate the child-resistant requirements for closures under the Children's Gasoline Burn Prevention Act (CGBPA). The closure for the products is not child resistant, posing a risk of burns and poisoning to children.",,,Refund,"About 290","None reported","Consumers should immediately stop using the recalled fuel bottles, place them out of reach to children, and contact Tentock for instructions on how to dispose of the product to receive a full refund.","Sold At","Amazon.com from January 2023 through December 2023 for between $10 and $13.",,,,China,Retailer:,"Tentock, of China"
