"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
26121,,"November 26, 2025",,"Convertible High Chairs Recalled Due to Risk of Serious Injury or Death from Fall and Entrapment Hazards; Violate Mandatory Standard for High Chairs; Sold on Amazon by Rotinyard","Baby High Chairs (convertible)","This recall involves baby high chairs sold in beige or pink with a matching removable seat cushion, detachable tray, and footrest. The high chairs convert into an infant swing and are reclinable and collapsible. “Product No.: HA-028” is printed on a tracking label on the seatback.","The high chairs violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… chairs because they were sold without the required attached restraint system, posing a deadly fall hazard to babies. In addition, a child’s head can become trapped in the opening between the seat and tray, posing a deadly entrapment hazard.&nbsp;",,,Refund,"About 130","None reported","Consumers should immediately stop using the recalled high chairs and contact Rotinyard for a full refund. Consumers should disassemble the high chairs, cut the restraints and fabric seat cushion insert, and email photos of the destroyed restraints and cushion to&nbsp;trailblazeramz@outlook.com. Once the photos are received, Rotinyard will issue a full refund.","Sold Online At","Amazon.com from March 2025 through June 2025 for about $90.",,,,China,Retailer:,"Rotinyard,of Zhejiang, China"
26116,,"November 26, 2025",,"Sofoliana and Glotika Baby Loungers Recalled Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violates Mandatory Standard for Infant Sleep Products; Sold on Amazon by Bosen US","Sofoliana and Glotika Baby Loungers","This recall involves Sofoliana and Glotika baby loungers. The recalled baby loungers are rectangular in shape and are made of a foam sleeping pad and padded bumpers with a cloth cover. The Sofoliana baby loungers are dark gray with a ribbon tie at the bottom of the lounger. The Glotika baby loungers zip up into a bag with an adjustable strap and came in the following colors: gray-rocket, pink-heart and white-elephant, with the printed design on the inside of the lounger. Neither baby loungers have any markings or labeling.","The recalled baby loungers violate the mandatory safety standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products. The sides are too low to contain an infant and the enclosed openings at the foot of the loungers are wider than allowed, posing serious risks of fall and entrapment hazards to infants. In addition, the baby loungers do not have a stand, posing a fall hazard if used on elevated surfaces. These violations create an unsafe sleeping environment and can cause death or serious injury.",,,Refund,"About 200","None reported","Consumers should immediately stop using the recalled baby loungers and contact Bosen US for a full refund. Consumers should remove the foam and pad from the baby lounger’s cover and cut the cover, foam and pad in half. Consumers should email photos of the destroyed pieces to BosenRecall@outlook.com&nbsp;to receive a full refund.","Sold Online At","Amazon.com from August 2025 through October 2025. Sofoliana baby loungers were sold for between $30 and $40. Glotika baby loungers were sold for between $40 and $50.",,,,China,Retailer:,"Shenzhen Bosen Trading Co., Ltd., dba&nbsp;Bosen US, of China"
26114,,"November 26, 2025",,"Ikuso Safety Gates Recalled Due to Risk of Serious Injury or Death to Children from Entrapment; Violates Mandatory Standard for Gates and Enclosures; Sold on Amazon by Ikuso","Ikuso Safety Gates","This recall involves Ikuso-branded safety pressure-mounted safety gates. The white steel safety gates were sold in two adjustable size ranges:&nbsp;between 30 inches and 48 inches (model Door-Gen1-123) and between 30 inches and 63 inches (model&nbsp;Door-Gen1-159).&nbsp;“Ikuso” is printed on the latch on the top of the gates,&nbsp;and the model numbers are on labels located on the side-post under the latch of the gate.","The recalled gates violate the mandatory standard for&nbsp;https://www.federalregister.gov/documents/2020/07/06/2020-12561/safety-… gates and expandable enclosures because a child’s torso can fit through the opening between the gate slat and the side wall, posing a risk of serious injury or death due to entrapment.",,,Refund,"About 100  ","None reported","Consumers should immediately stop using the recalled safety gates and contact Ikuso to request a full refund. Consumers should send a photo of the recalled safety gates, with “Recalled” written on the front in permanent marker, to&nbsp;Ikuso at&nbsp;ikuso_door_gate@163.com. Consumers should dispose of the recalled safety gates in accordance with state and local waste disposal procedures.","Sold At","Amazon.com from August 2025 through October 2025 for between $75 and $100.",,,,China,Retailer:,"Hubei Suishanghui E-commerce Co., Ltd. dba Ikuso, of China"
26113,,"November 26, 2025",,"Macardac Baby Loungers Recalled Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violates Mandatory Standard for Infant Sleep Products; Sold on Amazon by Macardac Products","Macardac Baby Loungers","This recall involves Macardac baby loungers. The recalled baby loungers are made of a foam sleeping pad and padded bumpers with a cloth cover and have a buckle at one end. They were sold in the following colors and prints: blue, brown, brown leaves and pink flower.&nbsp;“Macardac” is printed on an attached tag on the outside of the baby lounger’s cover.","The recalled baby loungers violate the mandatory safety standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products. The sides are too low to contain an infant and the enclosed openings at the foot of the loungers are wider than allowed, posing serious risks of fall and entrapment hazards to infants. In addition, the baby loungers do not have a stand, posing a fall hazard if used on elevated surfaces. These violations create an unsafe sleeping environment and can cause death or serious injury.",,,Refund,"About 700  ","None reported","Consumers should immediately stop using the recalled baby loungers and contact Macardac Products for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam and pad in half. Consumers should email photos of the destroyed pieces to&nbsp;macardacrecall@gmail.com to obtain a full refund.&nbsp;&nbsp;","Sold Online At","Amazon.com from June 2024 through October 2025 for between $30 and $40.",,,,China,Retailer:,"Macardac LLC, dba Macardac Products, of Armenia"
26112,,"November 26, 2025",,"Alinux Baby Loungers Recalled Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violates Mandatory Standard for Infant Sleep Products; Sold on Amazon by Winkids","Alinux Baby Loungers","This recall involves Alinux baby loungers. The recalled baby loungers are made of a foam sleeping pad and padded bumpers with a cloth cover and a ribbon tie at one end. They were sold in the following colors: pink, grey and purple. Model number “BP25001” and batch number “ZZ-FBA25052305-1” are printed on an attached label on the outside of the baby lounger’s cover.","The recalled baby loungers violate the mandatory safety standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products. The sides are too low to contain an infant and the enclosed openings at the foot of the loungers are wider than allowed, posing serious risks of fall and entrapment hazards to infants. In addition, the baby loungers do not have a stand, posing a fall hazard if used on elevated surfaces. These violations create an unsafe sleeping environment and can cause death or serious injury to infants.",,,Refund,"About 1,200","None reported","Consumers should immediately stop using the recalled baby loungers and contact Winkids for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam and pad in half. Consumers should email photos of the destroyed pieces to&nbsp;alinuxrecall@163.com&nbsp;to obtain a full refund.&nbsp;","Sold At","Amazon from May 2025 through October 2025 for about $40.",,,,China,Retailer:,"NingBoMaiHuangHuWaiYongPinYouXianGongSi, dba&nbsp;Winkids, of China"
26099,,"November 20, 2025",,"Play Yards Recalled Due to Risk of Serious Injury or Death from Suffocation and Entrapment Hazards; Violate Mandatory Standard for Play Yards; Sold on Amazon by Anna Queen","Play Yards","This recall involves play yards that have black fabric sides and mesh panels bordered in gray. The top rails are covered with white fabric with a multi-colored print with bear faces, paws and the word “bear”. The play yards include a mattress with the same bear print. “Model: P700” and “Production Date: 202503” are printed on the packaging and on a removeable tag included with the play yard.","The play yards violate the mandatory standard for https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">play yards. Infants can become entrapped under the mattress or between the side of the play yard and the mattress, posing a risk of serious injury or deadly suffocation hazard.",,,Refund,"About 70","None reported","Consumers should immediately stop using the recalled play yards and contact Anna Queen for a full refund. Consumers should disassemble the fabric cover from the play yard frame, cut up the cover and mattress pad and email a photo of the destroyed play yard to tingerservice@outlook.com to obtain a full refund. Consumers should then dispose of the destroyed play yard.","Sold Online At","Amazon from March 2025 for between $100 and $110.",,,,China,Retailer:,"Guangzhou Tinger Trading Co. Ltd., of China doing business as Anna Queen"
26095,,"November 20, 2025",,"Bearlala Baby Loungers Recalled Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violates Mandatory Standard for Infant Sleep Products; Sold on Walmart.com by Nuoxuann","Bearlala Baby Loungers","This recall involves Bearlala baby loungers, advertised under the brand “Granlass.” The recalled baby loungers are made of a foam sleeping pad and padded bumpers with a cloth cover. The cloth covers are light gray with a leaf pattern. “Bearlala” is printed on a label stitched to the outside of the baby lounger’s cover.","The recalled baby loungers violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products. The sides are too low to contain an infant. The enclosed openings at the foot of the loungers are wider than allowed, posing fall and entrapment hazards to infants. In addition, the baby loungers do not have a stand, posing a fall hazard, if used on elevated surfaces. These violations create an unsafe sleeping environment and can cause death or serious injury to infants.",,,Refund,"About 300","None reported","Consumers should immediately stop using the recalled baby loungers and contact Nuoxuann for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam and pad in half. Consumers should email photos of the destroyed pieces to Recall-nuoxuann@outlook.com to obtain a full refund.","Sold Online At","Walmart.com from August 2025 through October 2025 for between&nbsp;$35 and&nbsp;$45.",,,,China,Retailer:,"Shenzhenshiruoxuandianzishangwuyouxiangongsi doing business as Nuoxuann, of China"
26094,,"November 20, 2025",,"AliExpress Recalls Convertible Strollers Due to Risk of Serious Injury or Death from Fall Hazard; Violates Mandatory Standard for Strollers","4-in-1 Baby Safety Cart Carriage","This recall involves a stroller that converts into a hand-held infant carrier. The product was sold in pink, light pink, blue, dark blue, green, red, teal, gray and black and comes with a gray or black infant insert. The two larger wheels feature yellow accents. There are no markings on the product.","The stroller violates the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines…; because the restraint system can fail,&nbsp;posing a risk of serious injury or deadly fall hazard.",,,Refund,"About 15","None reported","Consumers should immediately stop using the recalled stroller and contact AliExpress to receive a full refund. Consumers will be required to cut the restraints and email a photo of the destroyed product to us_product_recall@aliexpress.com.","Sold Online At","AliExpress.com from September 2024 through October 2025 for between $215 and $415.",,,,China,Retailer:,"Yanggu Caroline Electronic Commerce Co., Ltd. dba SX-BB Store, of China"
26074,,"November 06, 2025",,"Sanven Technology Recalls Vevor Baby Swings Due to Risk of Serious Injury from Suffocation Hazard; Violates Mandatory Standard for Infant Sleep Products and Inclined Sleepers Ban","Vevor Baby Swings","This recall involves Vevor Baby Swings. The recalled swings are white/gray and black/gray and the base structure includes the “VEVOR” trademark. The swings are labeled on the bottom or the back of the base with “Multi-Function Electric Swing” and the model number. The white/gray swings with a white base have model number BB501K; the white/gray swings with the gray base have model number BB702A; and the black/gray swings with a black base have model number BB005K.&nbsp;","The swings were marketed for infant sleep and have an incline angle greater than 10 degrees, violating the mandatory safety standard for https://www.federalregister.gov/documents/2021/06/23/2021-12723/safety-… lang=""EN-US"">Infant Sleep Products and the ban on inclined sleepers under the https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… lang=""EN-US"">Safe Sleep for Babies Act, posing a deadly suffocation risk.",,,Refund,"About 1,020","None Reported","Consumers should immediately stop using the swings and contact Sanven Technology for a full refund. Consumers should remove the swing cover and cut it in half and send a photo of the destroyed cover with “Recalled” written with permanent marker on the swing’s base to recalling@vevor.com and then dispose of the swing in accordance with local and state laws.&nbsp;&nbsp;","Sold At","Vevor.com and Amazon.com from January 2025 through August 2025 for between $65 and $80.",,,,China,,
26071,,"November 06, 2025",,"Napei Infant Bath Tubs Recalled Due to Risk of Serious Injury or Death from Ingestion Hazard; Violates Mandatory Standard for Consumer Products with Button Cell Batteries; Sold on Amazon by Sefon Store","Napei Collapsible Infant Bath Tubs","This recall involves Napei collapsible infant bath tubs made of plastic with two detachable legs. The infant bath tubs were sold in a white/gray color combination, with a removable star print cushion insert, a built-in thermometer, and a blue rubber star-shaped drain plug. “Model No: Baby Bathtub – 0823” can be found on a label on the bottom of the bath tub.","The recalled infant bath tubs violate the mandatory standard for consumer products containing button cell or coin batteries because the built-in&nbsp;thermometer contains button cell batteries that can be accessed easily by children. When button cell or coin batteries are swallowed, the ingested batteries can cause serious injuries, internal chemical burns and death.",,,Repair,"About 7,800","None reported","Consumers should immediately stop using the infant bath tubs and contact Sefon Store for instructions to receive a free replacement battery compartment. Consumers should provide their order number or a photo of the tracking label found on the bottom of the infant bath tub and email Sefon Store at&nbsp;Napeiservice00@outlook.com. Upon confirmation of your order number or a photo of the tracking label, Sefon Store will provide a replacement battery compartment to be delivered to the consumer.&nbsp; &nbsp;&nbsp;Note:&nbsp;Button cell batteries are hazardous. Batteries should be disposed of or recycled by following local hazardous waste procedures.","Sold At","Amazon from July 2025 through September 2025 for about $35.",,,,China,Retailer:,"Sefon Store, of China&nbsp;"
26069,,"November 06, 2025",,"Criblike Mattresses Recalled Due to Risk of Serious Injury or Death from Entrapment or Suffocation; Violates Mandatory Standards for Mattresses; Sold on Amazon by Mengna","Criblike aftermarket play yard and non-full sized crib mattresses","This recall involves Criblike aftermarket play yard and non-full sized crib mattresses. The Criblike Pack and Play mattresses, models XCD-001 and XCD-002, come in white and are approximately 38 inches by 26 inches. The Criblike Mini-crib mattresses, model MNCL-001, come in white and are approximately 38 inches by 24 inches. “Criblike” and the model number are printed on labels located on the end of the product.","The aftermarket mattresses violate the mandatory standard for&nbsp;https://www.federalregister.gov/documents/2022/02/15/2022-02414/safety-… mattresses, as the mattresses may not adequately fit certain play yards or non-full-sized cribs, posing a deadly entrapment hazard. Babies can suffocate in gaps between an undersized mattress, or extra padding, and side walls of a product, especially when the infant’s face becomes trapped against the side and the mattress, preventing the infant from breathing.&nbsp;The non-full-sized crib mattress also fails to meet the mandatory standard for mattress set flammability.",,,Refund,,"None reported","Consumers should immediately stop using the crib mattresses and contact Criblike for instructions on requesting a full refund. Consumers should destroy the mattresses by cutting them in half, take a photo of the destroyed mattress and email the photo to&nbsp;Criblike-service_2025@outlook.com with “Recall Proof” and your name in the subject line.&nbsp;","Sold At","Amazon from June 2025 through September 2025 for between $20 and $43.",,,,China,Retailer:,"Zhujisibeixuxinxizixunfuwubu dba Mengna, of China"
26061,,"October 30, 2025",,"5-in-1 Convertible High Chairs Recalled Due to Risk of Serious Injury or Death from Fall and Entrapment Hazards; Violates Mandatory Standard for High Chairs; Imported by Harppa","Harppa 5-in-1 Convertible High Chairs for Babies and Toddlers","This recall involves Harppa branded 5-in-1 convertible high chairs (Model BHC001). Only high chairs with “Model Number BHC001” and “Production Batch Number 202408” printed on a label on the back of the chair are included in the recall. The high chairs have a plastic seat frame, metal legs, a tray, cushioned seat insert and a footrest. The high chair converts into a toddler arm chair, baby dining chair, and baby rocking chair. They were sold in green, pink and gray.&nbsp;","The high chairs pose a risk of serious injury or death to children because they violate the mandatory standard for high chairs. The high chairs were sold without the required attached restraint system, posing a serious risk of falls to children. In addition, a child’s head can become trapped in the opening created between the seat and the tray, posing a deadly entrapment hazard.&nbsp;",,,Replace,"About 4,300","None reported","Consumers should immediately stop using the high chairs and contact Harppa for a replacement high chair. Consumers should email&nbsp;recall@harppababy.com and provide the order number, order date, or photo of the tracking label located on the seatback. Upon verification of the recalled product, Harppa will plan for the replacement high chair to be delivered to the consumer. To destroy the recalled high chair, consumers should disassemble the high chair, cut the restraints and seat cover, and email photos of the disassembled and destroyed parts. Consumers must provide proof that the recalled product has been destroyed.","Sold At","Walmart.com from August 2024 through July 2025 for between $60 and $80.&nbsp;","shanghaiyizhenwenhuayishuyouxiangongsi dba Harppa, of China",,,China,,
26052,,"October 30, 2025",,"Modera Recalls Modera Pack N Play Mattresses Due to Risk of Serious Injury or Death from Entrapment; Violates Mandatory Standard for Crib Mattresses","Organic Cotton Pack N Play Mattress Dual-Sided Portable Baby Crib Pad","This recall involves Modera “Pack N Play” Play Yard Mattress. The mattresses were sold in white, pink, blue, and gray, and have “Modera baby” printed on labels attached to the mattress. The mattresses are dual-sided, with one side labeled “infant” and the other side labeled “toddler.” The dimensions of the mattress are 38 inches long, 26 inches wide and 1.5 inches thick.&nbsp;","The after-market&nbsp;play yard mattresses may not adequately fit certain play yards, which is in violation of the mandatory standard for&nbsp;https://www.federalregister.gov/documents/2022/02/15/2022-02414/safety-… mattresses, posing a deadly entrapment hazard. Babies have suffocated in gaps between an undersized mattress, or extra padding, and side walls of a product, especially when the infant’s face becomes trapped against the side and the mattress, preventing the infant from breathing.",,,Refund,"About 15,000","None reported","Consumers should immediately stop using the recalled mattresses and contact Modera for a full refund. Consumers go to https://moderababy.com/recall to register for the recall and receive instructions on how to dispose of the recalled mattress","Sold At","Amazon from April 2024 through June 2025 for between $30 and $44.","ABL Group, Inc. dba Upperluxe and Modera Store, of Brick, New Jersey",,,China,,
26015,,"October 09, 2025",,"YGJT Baby Loungers Recalled Due to Risk of Serious Injury or Death from Entrapment and Fall; Violates Mandatory Standard for Infant Sleep Products; Sold on SHEIN by YGJT Local Warehouse","YGJT Baby Loungers","This recall involves YGJT baby loungers. The recalled baby loungers are made of a foam sleeping pad and padded bumpers with a cloth cover. The baby loungers are white and light blue with rainbows and bears on the cover. “YGJT”&nbsp;is printed on an attached label on the outside of the baby lounger’s cover.","The recalled baby loungers violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products. The sides are too low to contain an infant. The enclosed openings at the foot of the loungers are wider than allowed, posing a fall and an entrapment hazard to infants. In addition, the baby loungers do not have a stand, posing a fall hazard, if used on elevated surfaces. These violations create an unsafe sleeping environment for infants and can cause death or serious injury to infants.",,,Refund,"About 490","None reported","Consumers should immediately stop using the recalled baby loungers and contact YGJT Local Warehouse for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam and pad in half. Consumers should email photos of the destroyed pieces to YGJTrecall@outlook.com to obtain a full refund.&nbsp;","Sold At","SHEIN.com from June 2025 through August 2025 for between $18 and $21.",,,,China,Retailer:,"YGJT Local Warehouse, of China"
26014,,"October 09, 2025",,"Mom Genius Recalls Retractable Safety Gates Due to Risk of Serious Injury or Death from Entrapment; Violates Mandatory Standard for Gates and Enclosures","Mom Genius Retractable Safety Gates","This recall involves Mom Genius Retractable Safety Gates. The safety gate comes in black and gray and has a retractable mesh screen in between metal frames. The gates measure about 33 inches high, with a retractable width up to 118 inches. “Retractable Safety Gate” and model number “SH.20.006B02” are printed on a white label located on the side of the gate.","The recalled gates violate the mandatory standard for expansion gates and expandable enclosures because a child’s torso can fit through the opening between the gate and the floor, posing a risk of serious injury or death due to entrapment.",,,Refund,"About 920","None reported","Consumers should stop using the recalled retractable safety gates immediately and contact Mom Genius for a full refund. Consumers must destroy the gate by cutting through the mesh and take a photo showing the destroyed gate. Submit the photo to&nbsp;product-recall@momgenius.com. Once the photo is received, Mom Genius will issue a full refund.","Sold At","Amazon.com, Walmart.com, Purchasingpower.com and Perpay.com from March 2024 through June 2025 for between $50 and $75.",,,"Mom Genius of Alpharetta, Georgia",China,,
25473,,"September 18, 2025",,"LXDHSTRA Baby Loungers and Crib Bumpers Recalled Due to Risk of Serious Injury or Death from Suffocation and Fall Hazards; Violates Federal Standard for Infant Sleep Products and Federal Crib Bumper Ban; Sold on Amazon","LXDHSTRA Baby Loungers","This recall involves LXDHSTRA-branded baby loungers. The recalled baby loungers include a foam sleeping pad and padded bumpers with a cloth cover. The baby loungers were sold in the following prints: tan star, big elephant, green elephant, gray feather and gray rainbow; and came with a red and black padded crib bumper that has letters “A” through “F” on one side and animal characters on the other side.","The recalled baby loungers violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products. The sides are too low to contain an infant. The sleeping pad is too thick, posing a suffocation hazard. The enclosed openings at the foot of the loungers are wider than allowed, posing a fall hazard and an entrapment hazard to infants. Also, the baby loungers do not have a stand, posing a fall hazard if it is used on elevated surfaces. These violations create an unsafe sleeping environment for infants and can cause death or serious injury to infants.In addition, the recalled baby loungers come with crib bumpers, which are banned by the Federal&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep for Babies Act because the padded crib bumpers can obstruct breathing,&nbsp;posing a risk of serious injury or death to infants from&nbsp;suffocation.",,,Refund,"About 360","None reported","Consumers should immediately stop using the recalled baby loungers and crib bumpers and contact LXDHSTRA for a full refund. Consumers should remove the foam and pads from the baby lounger’s cover and cut the cover, foam, pad, and crib bumper in half. Consumers should email photos of the destroyed baby lounger and crib bumper to&nbsp;lxdhstrarecall@gmail.com to obtain a full refund.","Sold At","Amazon from May 2025 through August 2025 for between $30 and $34.",,,,China,Retailer:,"Shenzhenshilongxingdashangmaoyouxiangongsi, dba LXDHSTRA, of China"
25471,,"September 18, 2025",,"Youbeien Crib Mobiles Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates the Mandatory Toy Standard for Batteries; Sold on Amazon by GKKBSJ","Youbeien Crib Mobiles","This recall involves Youbeien-branded crib mobiles. The crib mobile with timing function for music and lights comes in pink and purple and has a plastic arm that attaches to the side of a crib, a music box and four arms with dangling plastic animal characters (penguin, pig, lion, unicorn, and others). The mobile measures about 17 inches wide by 20 inches high and comes with a remote to control music and rotation. The product packaging has the brand name “Youbeien” printed on the top left corner, “music rotating bed bell” printed on the front and back, and model “RT668-17” printed on a white label on the back.","The recalled toys violate the mandatory standard for toys containing button batteries because the compartment that holds the batteries in the remote can be accessed without the use of a common household tool.&nbsp;If button cell or coin batteries are swallowed, the ingested batteries can cause serious injuries, including internal chemical burns and death.",,,Refund,"About 3,000","None reported","Consumers should immediately stop using the recalled toy and contact GKKBSJ for a refund. Consumers will be asked to throw away the product and send a photo of the disposed product to&nbsp;gkkbsjtoys@outlook.com to receive a full refund. If consumers wish to continue using the crib mobile, they can throw away only the remote and send a photo of the disposed remote to&nbsp;gkkbsjtoys@outlook.com to receive a refund of $8. The crib mobile is fully functional without the remote control via buttons on the unit.Note:&nbsp;Button cell batteries are hazardous. Batteries should be disposed of or recycled by following local hazardous waste procedures.&nbsp;","Sold At","Amazon from May 2024 through April 2025 for about $20.",,,,China,Retailer:,"Shantou Xihong Technology Co. Ltd., of China"
25456,,"September 04, 2025",,"URMYWO Baby Loungers Recalled Due to Risk of Serious Injury or Death from Suffocation and Fall Hazard; Violates Mandatory Standard for Infant Sleep Products; Sold on Amazon by Pomona","URMYWO Baby Loungers","This recall involves&nbsp;URMYWO&nbsp;baby loungers in the style “grey feather.” The baby loungers are made of a gray cloth cover printed with feathers with a foam sleeping pad and padded bumpers. “URMYWO” and “Model No:&nbsp;UMCZC01AE” are&nbsp;printed on labels located on the side of the lounger.","The baby loungers violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep Products because the sides are shorter than the minimum side height limit to secure the infant; the sleeping pad’s thickness exceeds the maximum limit, posing a suffocation hazard; and an infant could fall out of an enclosed opening at the foot of the lounger or become entrapped. The portable loungers do not have a stand, posing a fall hazard. These violations create an unsafe sleeping environment for infants, posing a risk of serious injury or death.",,,Refund,"About 23,000","None reported","Consumers should stop using the baby loungers immediately and contact Pomona for a full refund. Consumers should remove the sleeping pad, cut up the sides of the baby loungers and the sleeping pad and email a photo of the destroyed lounger to&nbsp;urmyworecall@yundnetwork.com to obtain a full refund.","Sold At","Amazon from January 2024 through April 2025 for between $30 and $50.",,,,China,Retailer:,"Dong Guan Bo Mo Na Ke Ji You Xian Gong Si, of China, doing business as Pomona"
25401,,"July 24, 2025",,"LIVACTI Retractable Safety Gates Recalled Due to Risk of Serious Injury or Death from Entrapment; Violates Mandatory Standard for Gates and Enclosures; Sold on Amazon by Qeyan and Yanyanny","LIVACTI Retractable Safety Gates","This recall involves&nbsp;retractable safety mesh gates with model number LT-BG01-3. They were sold in white, gray and black. The gates measure about 34 inches high with a retractable width of up to 140 inches and have an iron frame. “Retractable Safety Gate” and the model number are&nbsp;printed on a white label on the side post of the gate. LIVACTI appears on the product packaging.","The recalled gates violate the mandatory standard for&nbsp;expansion gates and expandable enclosures because a child’s torso can fit through the opening between the gate and the floor, posing a risk of serious injury or death due to entrapment.",,,Refund,"About 1,400","None reported","Consumers should stop using the recalled gates immediately and contact Qeyan and Yanyanny for instructions on how to receive a full refund. Consumers must destroy the gate by cutting through the mesh and take a photo showing the destroyed gate. Submit the photo to&nbsp;support@livactihome.com.","Sold Online At","Amazon from December 2024 through April 2025 for between $55 and $75.","Lichang E-Commerce, Inc, of Hacienda Heights, California",,,China,Sellers:,"Shenzhen Yiqiyuan Technology Co. Ltd., dba Qeyan, and Shenzhen Yanyan Network Co. Ltd., dba Yanyanny, of&nbsp;China"
25392,,"July 17, 2025",,"Bexco Enterprises Recalls Kiwi Electronic Recliner and Swivel Gliders with USB Port Due to Overheating Hazard","Babyletto Kiwi Electronic Recliner and Swivel Gliders with USB port","This recall involves Babyletto Kiwi Electronic Recliner and Glider fabric-covered chairs with two USB device charging ports. The chair is covered in various color fabrics and is approximately 29 inches wide by 36 inches deep and 41 inches high and weighs approximately 125 pounds. Units included in the recall include the following production colors, SKUs, and batch numbers. Batch numbers are printed on a white label found underneath the footrest.&nbsp;ColorSKUBatch Number Located Under the FootrestAlmond Teddy Loop with Light Wood BaseM11288ATLBWC0234712405WC0238412406WC0238412407WC0241142406Latte Teddy Loop with Dark Wood BaseM11288LTDBWC0229042401WC0229052405WC0234712405Olive Boucle with Light Wood BaseM11288OBLBWC0220062307WC0220082308WC0229042401WC0229052401WC0234712405WC0238412407Performance Beach Eco-WeaveM11288PBEWWC0220082308WC0223842309WC0223842310WC0229042401WC0229052401WC0229422402WC0234712405Performance Cream Eco-WeaveM11288PCMEWWC0223842309WC0223842310WC0227982312WC0229042401WC0229042405WC0229052405WC0229422405WC0234552406Performance Frost Eco-Twill with Light Wood BaseM11288PFETLBWC0239882407Performance Grey Eco-WeaveM11288PGEWWC0220082308WC0223842310WC0227982312WC0229042404WC0229422404WC0239122407Performance Natural Eco-Twill with Light Wood BaseM11288PNETLBWC0215282305WC0218062307WC0239882407Performance Navy Eco-TwillM11288PVETWC0220082308WC0223832309WC0229042401Ivory Boucle with Gold BaseM11288WBGWC0220062307WC0223832309WC0223842309WC0223842310WC0227982312WC0229052401WC0229422402WC0229422404WC0234712405WC0238412406WC0238412407&nbsp;","The USB module in the recliner arm can overheat and spark, posing an overheating hazard.",,,Repair,"About 9,030 (Additionally, about six were sold in Canada)","The firm has received 37 reports of incidents of overheating, smoking or sparking including one minor injury. No fires or property damage have been reported.","Consumers should immediately stop using the recalled recliners and contact Babyletto to receive a free repair kit. Consumers should register at&nbsp;babylettorecall.com/ to receive their free repair kit and installation instructions. Once consumers have completed the repair, consumers should dispose of the original USB module in their household trash.&nbsp;","Sold At","Crate Kids and online at Babyletto.com, Amazon.com, Babylist.com, Target.com, Pottery Barn Kids.com, Wayfair.com and other websites from May 2023 through February 2025 for about $800.","Bexco Enterprises, Inc. of Pico Rivera, California",,,China,,
